product_id,product_name,subcategory_code,brand,unit_cost,list_price,weight_kg,status
PROD000679,Generic Róg 140,MUSI,Generic,163.86,342.46,10.36,Active
PROD000680,Generic Rodzic 337,CYCL,Generic,121.53,335.99,8.53,Active
PROD000681,,CAME,Generic,276.69,618.8,2.36,Discontinued
PROD000682,Generic Process 397,ACCE,Generic,374.27,630.02,11.45,Active
PROD000683,Generic Way 692™ <NEW> [2024],CAME,Generic,114.41,247.21,6.78,Discontinued
PROD000684,ChefTools Wiedzieć 802,KITC,ChefTools,362.0,1001.29,16.75,Active
PROD000685,SmartDevice Podać 433,PHON,SmartDevice,482.89,1226.1,14.52,Discontinued
PROD000686,Generic Officer 569,MOVI,Generic,153.82,247.84,13.42,Active
PROD000687,Generic Znosić 458,WOME,Generic,127.58,368.39,1.47,Active
PROD000688,Generic Main 977,SHOE,Generic,295.87,843.2,3.24,Discontinued
PROD000689,Generic Rozmiar 850,BOOK,Generic,394.67,817.28,9.07,Active
PROD000690,Generic Day 726,FITN,Generic,132.01,237.51,8.2,Active
PROD000691,Generic Dzięki 925,CAMP,Generic,262.82,518.58,8.05,Active
PROD000692,ChefTools Warzywo 372,KITC,ChefTools,401.92,639.32,0.41,Active
PROD000693,,CYCL,Generic,313.01,633.29,18.42,Active
PROD000694,,BOOK,Generic,275.12,676.95,4.36,Discontinued
PROD000695,Generic Gas 478,MOVI,Generic,-226.91,-664.82,15.95,Active
PROD000696,SoundWave Move 191,AUDI,SoundWave,165.85,373.03,6.06,Active
PROD000697,PhoneMaster Radio 991,PHON,PhoneMaster,488.95,1035.62,7.75,Active
PROD000698,Generic Community 390,WOME,Generic,211.03,368.04,19.23,Active
PROD000699,Generic Głupiec 912,WOME,Generic,197.75,506.99,2.97,Active
PROD000700,Generic Chory 601,MENS,Generic,419.08,681.02,5.0,Discontinued
PROD000701,Generic Gruby 492,GARD,Generic,456.97,1314.93,16.68,Active
PROD000702,PhoneMaster Yeah 527,PHON,PhoneMaster,30.11,80.91,1.12,Active
PROD000703,Generic Shoulder 500,SHOE,Generic,98.99,168.3,12.68,Active
PROD000704,HomeFurniture Help 274,FURN,HomeFurniture,86.9,212.88,6.83,Discontinued
PROD000704,Generic Psychiczny 721,BOOK,Generic,172.03,323.35,5.47,Active
PROD000705,Generic Niezwykły 501,DECO,Generic,183.03,495.17,19.61,Active
PROD000707,BeatMaster Information 541,AUDI,BeatMaster,349.84,986.16,8.84,Active
PROD000708,Generic Order 661,SHOE,Generic,89.37,142.04,3.64,Active
PROD000709,Generic Obwód 274,MOVI,Generic,47.39,112.66,12.9,Active
PROD000710,Generic Mały 684,MENS,Generic,-293.53,-707.82,2.29,Active
PROD000711,AudioPro Usually 935,Audi,AudioPro,259.05,529.17,2.51,Discontinued
PROD000712,Generic Wzdłuż 257,FITN,Generic,7.83,13.16,16.43,Active
PROD000713,Generic Region 143,CAMP,Generic,-80.31,-195.07,8.77,Active
PROD000714,Generic Garden 512,BOOK,Generic,185.17,360.33,13.85,Active
PROD000715,,FURN,HomeFurniture,332.73,727.21,18.27,Active
PROD000716,Generic Farba 420,GARD,Generic,99.74,171.98,11.24,Active
PROD000717,GameStation Zdolny 295,GAME,GameStation,35.51,70.02,7.25,Active
PROD000718,Generic Widok 341,MUSI,Generic,148.46,343.64,14.57,Active
PROD000719,Generic Łóżko 278,GARD,Generic,471.62,1044.6,0.3,Active
PROD000720,ChefTools Oś 262,KITC,,124.66,266.26,9.53,Active
PROD000721,Generic Sól 767™ <NEW> [2024],CAME,Generic,496.46,1439.97,14.2,Discontinued
PROD000722,Generic Morning 652,MENS,Generic,351.9,1000.64,9.79,Discontinued
,CallPro Konflikt 765,PHON,CallPro,172.33,463.61,4.9,Active
PROD000724,SmartDevice Rozpocząć 974,PHON,SmartDevice,41.16,104.21,19.33,Discontinued
PROD000725,,CAMP,Generic,141.87,304.79,8.79,Active
PROD000726,Generic Adult 707,MUSI,Generic,93.05,278.88,15.07,Discontinued
PROD000727,ChefTools Temu 816,KITC,ChefTools,96.71,225.66,16.12,Active
PROD000728,Generic Summer 490,BOOK,,325.81,962.89,11.03,Active
PROD000729,ProComputers Ogień 855,COMP,ProComputers,459.71,878.64,7.11,Active
PROD000730,KitchenMaster Piątek 633,KITC,KitchenMaster,309.03,633.77,1.51,Active
PROD000731,Generic Prawdziwy 790,FITN,Generic,-45.03,-80.46,14.17,Active
PROD000732,Generic Święty 934,SHOE,Generic,237.3,660.17,9.96,Active
PROD000733,Generic Strong 679,MUSI,Generic,144.86,342.86,4.04,Discontinued
PROD000734,Generic Głośny 821,ACCE,Generic,479.3,809.0,4.83,Active
PROD000735,Generic Republican 174,WOME,Generic,307.39,840.65,14.82,Active
PROD000736,ComfortLiving Uchodzić 479,FURN,ComfortLiving,293.44,588.34,16.36,Active
PROD000737,SmartDevice Aż 727,PHON,SmartDevice,38.32,74.39,4.24,Discontinued
PROD000738,GameStation Good 126,GAME,GameStation,300.34,674.81,2.23,Active
PROD000739,Generic Alone 511,FITN,Generic,379.37,986.82,18.86,Active
PROD000740,EliteTech Never 166,COMP,EliteTech,248.16,557.1,2.9,Active
PROD000741,Generic Family 963,FITN,Generic,253.65,688.6,19.86,Active
PROD000742,ComfortLiving Pająk 748,FURN,,413.64,689.97,1.36,Active
PROD000743,Generic Proszę 461,BOOK,Generic,472.54,926.56,14.86,Discontinued
PROD000744,Generic Certain 940,WOME,Generic,64.4,183.85,15.01,Discontinued
PROD000745,Generic Grow 875,FITN,Generic,429.03,1217.04,1.5,Active
PROD000746,Generic Clearly 207,DECO,Generic,449.34,1345.53,3.32,Discontinued
PROD000747,Generic Chłopak 900,FITN,Generic,485.69,1375.93,0.63,Active
PROD000748,Generic Wyspa 621,MUSI,Generic,401.58,749.02,6.03,Discontinued
PROD000749,SoundWave Finally 145,AUDI,SoundWave,68.85,155.0,1.61,Active
PROD000750,Generic Film 558,MUSI,Generic,27.54,62.7,1.35,Discontinued
PROD000751,Generic Forma 756,CYCL,Generic,397.31,710.13,5.7,Active
PROD000752,Generic Main 314,CYCL,Generic,334.05,983.43,3.84,Active
PROD000753,Generic Bo 318,CYCL,Generic,363.5,712.53,2.18,Active
PROD000754,SoundWave Television 924,AUDI,SoundWave,15.3,42.31,1.41,Active
PROD000755,PlayTech Position 224,GAME,PlayTech,121.03,248.06,11.47,Discontinued
PROD000756,Generic Anyone 801™ <NEW> [2024],CYCL,Generic,342.08,861.54,15.12,Active
PROD000757,Generic According 772,CAMP,Generic,47.12,97.38,14.24,Active
PROD000758,Generic Słowacja 832,MUSI,Generic,279.09,774.05,9.87,Discontinued
PROD000759,Generic Zamieszkiwać 985,CAMP,Generic,36.47,82.06,13.16,Discontinued
PROD000760,Generic Receive 645,,Generic,485.63,891.04,0.93,Discontinued
PROD000761,KitchenMaster Per 381,KITC,KitchenMaster,183.82,437.56,6.9,Active
PROD000762,Generic Just 760,BOOK,Generic,369.59,807.32,5.68,Active
PROD000763,ProComputers Notice 692,COMP,ProComputers,330.37,881.52,5.03,Active
PROD000764,GamerPro Założyć 997,GAME,GamerPro,244.81,484.36,12.43,Active
PROD000765,GamerPro Usually 344,GAME,GamerPro,332.53,858.07,7.3,Active
PROD000766,Generic Car 885,MENS,Generic,121.59,215.71,13.52,Active
PROD000767,ProComputers Powód 333,COMP,ProComputers,260.7,722.44,0.27,Discontinued
PROD000768,Generic Narzędzie 886,CAMP,Generic,180.78,395.54,3.8,Active
PROD000769,Generic Zupa 798,SHOE,Generic,326.2,841.1,13.51,Active
PROD000770,CallPro Rodowity 877,PHON,CallPro,469.84,1068.52,9.18,Discontinued
PROD000771,Generic Camera 759,BOOK,Generic,359.32,932.39,15.27,Active
,CallPro Anyone 898,PHON,CallPro,74.22,185.49,15.4,Active
PROD000773,Generic Handel 227,CYCL,Generic,392.23,761.93,13.79,Active
PROD000774,Generic Słownik 386,CYCL,Generic,51.92,147.02,11.08,Active
PROD000775,ListenUp Powszechny 363,AUDI,ListenUp,475.76,819.93,2.61,Discontinued
PROD000776,Generic Punkt 812,CYCL,Generic,133.09,309.16,1.74,Discontinued
PROD000777,ConsoleKing Address 577,GAME,ConsoleKing,390.4,720.83,6.59,Active
PROD000778,Generic Indie 329,MENS,Generic,393.99,608.21,2.78,Active
PROD000779,Generic Top 773,FITN,Generic,446.61,1072.35,15.12,Active
PROD000780,SmartDevice Gorący 917,PHON,SmartDevice,480.45,1090.69,16.08,Active
PROD000781,Generic Pozycja 367,BOOK,Generic,204.95,483.77,9.4,Active
PROD000782,Generic Vote 207,BOOK,Generic,464.9,1171.61,1.96,Active
PROD000783,Generic Stop 239,MENS,Generic,127.49,346.91,13.82,Active
PROD000784,GameStation Widzieć 270,GAME,GameStation,234.54,561.02,1.23,Discontinued
PROD000785,HomeKitchen Klub 377,KITC,HomeKitchen,102.92,284.5,17.78,Active
PROD000786,Generic Rumunia 129,CYCL,Generic,486.39,1308.84,4.28,Active
PROD000787,,AUDI,AudioPro,66.12,180.67,12.78,Active
PROD000788,CompuBrand Metalowy 128™ <NEW> [2024],COMP,CompuBrand,192.69,430.32,13.03,Active
PROD000789,SmartDevice Aż 992,PHON,SmartDevice,68.65,110.74,5.37,Active
PROD000790,Generic Słoń 769,FITN,Generic,493.23,920.62,16.34,Active
PROD000791,Generic Upon 893,CAME,Generic,215.09,362.54,2.26,Discontinued
PROD000792,Generic Least 376,MOVI,Generic,368.61,781.32,10.73,Active
PROD000793,Generic Cultural 314,WOME,Generic,222.1,591.0,10.75,Active
PROD000794,Generic Garden 837,BOOK,Generic,-322.37,-661.86,17.05,Active
PROD000795,Generic Tonight 287,MENS,Generic,400.54,681.06,11.15,Active
PROD000796,Generic Dialekt 810,SHOE,Generic,107.1,268.23,17.53,Active
,Generic Po 444,BOOK,Generic,18.87,51.12,17.47,Active
PROD000798,Generic Imagine 699,BOOK,Generic,344.63,977.92,16.19,Discontinued
PROD000799,Generic Soldier 466,MENS,Generic,94.51,241.53,9.9,Discontinued
PROD000800,Generic Serious 679,MENS,Generic,198.31,533.75,0.78,Active
PROD000801,PhoneMaster Jeden 545,PHON,PhoneMaster,9.31,21.9,7.86,Active
PROD000802,Generic Situation 472,CAME,Generic,404.08,1092.43,9.31,Discontinued
PROD000803,Generic Dział 767,MUSI,Generic,433.35,1074.64,0.51,Discontinued
PROD000804,GameStation Customer 966,GAME,GameStation,-130.81,-288.0,16.22,Active
PROD000805,Generic Minute 144,DECO,Generic,50.83,109.35,2.91,Active
PROD000806,Generic Skończyć 131,GARD,Generic,222.98,382.41,7.28,Active
PROD000807,ConsoleKing Onto 403,GAME,ConsoleKing,104.64,264.58,4.43,Active
PROD000808,ChefTools Player 352,KITC,ChefTools,338.62,811.41,18.96,Active
PROD000809,Generic Many 259,CAMP,Generic,344.41,642.05,15.75,Active
PROD000810,Generic By 843,GARD,Generic,134.97,390.02,12.13,Active
PROD000811,Generic Miasto 962,SHOE,Generic,230.93,522.04,3.55,Active
PROD000812,ConsoleKing Word 826,GAME,ConsoleKing,437.67,1103.62,8.85,Active
PROD000813,CookPro Article 970,,CookPro,76.81,193.88,4.34,Active
PROD000814,Generic Niedźwiedź 587,ACCE,Generic,196.79,431.46,14.24,Active
PROD000815,Generic Piłka 384,GARD,Generic,365.56,761.88,2.08,Active
PROD000815,Generic Coraz 616,ACCE,Generic,44.33,74.66,0.23,Active
PROD000816,Generic Here 138,CAME,Generic,241.03,596.49,3.48,Active
PROD000818,Generic Zjawisko 552,BOOK,Generic,391.02,1114.36,9.68,Discontinued
PROD000819,Generic Quality 425,DECO,Generic,351.11,640.96,16.42,Active
PROD000820,Generic Postępowanie 848,CAMP,Generic,394.83,1015.97,12.2,Active
PROD000821,Generic Provide 181,MOVI,Generic,413.31,833.67,0.34,Active
PROD000822,Generic Sala 874,CYCL,Generic,86.74,163.61,19.08,Active
PROD000823,Generic Local 909,ACCE,Generic,463.59,934.09,1.46,Discontinued
PROD000824,Generic Use 214,CYCL,Generic,484.95,986.46,11.25,Active
PROD000825,ListenUp Community 327,AUDI,ListenUp,20.01,54.32,1.13,Active
PROD000826,HomeKitchen Give 560,KITC,HomeKitchen,425.75,1216.3,19.65,Active
PROD000827,Generic Jeżeli 187,DECO,Generic,372.33,847.35,17.89,Active
PROD000828,Generic Olej 721,CAMP,Generic,321.26,913.24,10.56,Active
PROD000829,TechCorp Doprowadzić 722,COMP,TechCorp,34.1,58.86,11.26,Active
PROD000830,AudioPro Kosz 871,AUDI,AudioPro,65.01,154.5,7.01,Active
PROD000831,Generic Far 890,WOME,Generic,23.71,43.91,16.28,Active
PROD000832,Generic Pressure 459,BOOK,Generic,61.92,126.39,4.03,Active
PROD000833,,MUSI,Generic,219.8,330.7,9.35,Active
PROD000834,Generic Near 326,GARD,,466.71,733.02,13.03,Discontinued
PROD000835,Generic Family 448,CYCL,Generic,342.97,688.38,11.8,Active
PROD000836,GamerPro Goal 443,GAME,GamerPro,26.33,63.93,3.6,Discontinued
PROD000837,Generic Sobota 793,FITN,Generic,199.71,432.97,19.11,Discontinued
PROD000838,GamerPro Majority 885,GAME,GamerPro,-346.45,-540.13,15.33,Active
PROD000839,SmartDevice Seven 510,PHON,SmartDevice,77.39,172.62,5.29,Discontinued
PROD000840,Generic Wschód 978™ <NEW> [2024],MENS,Generic,289.13,557.96,9.04,Discontinued
PROD000841,Generic North 677,CAMP,Generic,257.82,709.24,10.7,Active
PROD000842,SoundWave 6 155,AUDI,SoundWave,200.67,545.13,9.21,Discontinued
PROD000842,Generic Manager 193,FITN,Generic,254.48,620.22,4.41,Discontinued
PROD000844,AudioPro Bed 385,AUDI,AudioPro,289.62,816.21,8.68,Active
PROD000845,Generic Literacki 364,BOOK,Generic,491.18,1463.64,10.98,Discontinued
PROD000846,EliteTech Life 140,COMP,EliteTech,243.82,581.21,6.96,Discontinued
PROD000847,Generic Otwór 503,CAMP,Generic,394.25,696.9,18.01,Discontinued
PROD000848,Generic Open 953,CAME,Generic,485.53,1294.5,13.4,Active
PROD000849,FurniPro Strona 313,FURN,FurniPro,482.13,1284.62,2.91,Active
PROD000850,Generic Themselves 174,CYCL,Generic,81.38,152.49,11.1,Active
PROD000851,Generic Powolny 906,BOOK,Generic,295.55,606.21,14.14,Active
PROD000851,Generic Zdanie 120,ACCE,Generic,8.42,19.45,18.35,Active
PROD000853,Generic Leczenie 769,DECO,Generic,304.85,776.35,0.71,Active
PROD000854,Generic Czapka 940,GARD,Generic,455.56,851.37,6.83,Discontinued
PROD000855,Generic Tonight 544,MOVI,,367.48,846.73,16.35,Discontinued
PROD000856,,CYCL,Generic,26.77,60.18,16.65,Discontinued
PROD000857,HomeKitchen Śnieg 132,KITC,HomeKitchen,496.47,1328.5,14.62,Active
PROD000858,Generic Special 301,MENS,Generic,196.82,424.45,4.84,Discontinued
PROD000859,Generic Odległość 290,CAMP,Generic,438.12,1252.94,14.19,Discontinued
PROD000860,EliteTech Doctor 361,COMP,EliteTech,486.26,1337.22,8.64,Discontinued
PROD000861,Generic Bogactwo 414,MENS,Generic,38.2,67.06,17.66,Active
PROD000862,Generic Seek 843,GARD,Generic,368.34,830.49,3.55,Discontinued
PROD000863,Generic Before 184,GARD,Generic,318.33,542.6,11.57,Active
PROD000864,Generic Someone 225,BOOK,Generic,160.45,429.72,9.27,Active
PROD000865,Generic Tablica 777,DECO,Generic,349.54,676.08,18.97,Active
PROD000866,Generic We 564,SHOE,Generic,462.21,1028.17,16.62,Active
PROD000867,ConsoleKing Mój 765,GAME,ConsoleKing,349.39,728.79,6.38,Active
PROD000868,KitchenMaster Describe 201,KITC,KitchenMaster,203.93,556.36,7.47,Active
PROD000869,Generic Podnosić 869,CYCL,Generic,408.22,1183.15,14.42,Discontinued
PROD000870,Generic Liść 503,GARD,Generic,28.2,57.22,10.05,Active
PROD000871,Generic Okres 700,WOME,Generic,220.72,440.18,18.54,Active
PROD000872,Generic Girl 394,,Generic,288.75,665.84,11.91,Discontinued
PROD000873,Generic Wóz 469,CAME,Generic,153.05,292.91,0.2,Active
PROD000874,Generic Natychmiast 808,MUSI,,25.09,71.15,15.69,Active
PROD000875,Generic Sprzęt 903,BOOK,Generic,344.36,534.46,16.03,Discontinued
PROD000876,Generic Głośny 307,FITN,Generic,-294.16,-549.68,5.02,Active
PROD000877,,MUSI,Generic,411.28,764.4,2.26,Active
PROD000877,Generic Ile 784,BOOK,Generic,15.62,31.72,10.51,Active
PROD000879,Generic Investment 464,CAME,Generic,80.97,169.15,1.59,Active
PROD000879,Generic Two 454,CAMP,Generic,230.14,674.44,1.55,Active
PROD000881,Generic On 765,MOVI,Generic,253.33,650.79,13.17,Active
PROD000882,Generic Treatment 732,ACCE,Generic,218.85,616.1,16.18,Active
PROD000883,Generic Papieros 827,MOVI,Generic,443.19,1021.91,1.46,Active
PROD000884,Generic Difficult 798,CAME,Generic,196.6,308.44,12.04,Active
PROD000885,ConsoleKing Miasto 232,GAME,ConsoleKing,135.55,289.65,12.71,Active
PROD000886,ComfortLiving Afryka 502,FURN,ComfortLiving,401.85,1015.08,2.83,Active
PROD000887,Generic There 596,SHOE,Generic,483.22,1056.49,9.68,Discontinued
PROD000888,PhoneMaster Jan 932,PHON,PhoneMaster,439.47,745.64,16.28,Discontinued
PROD000889,SmartDevice Turcja 976,PHON,SmartDevice,361.55,908.99,16.75,Active
PROD000890,,CAMP,Generic,457.98,772.29,11.49,Active
PROD000891,Generic Zabawka 275,SHOE,Generic,414.0,1127.43,8.4,Active
PROD000892,PhoneMaster Style 500,Phon,PhoneMaster,171.61,362.45,7.12,Active
PROD000893,Generic Ból 849,MENS,Generic,70.08,118.6,13.5,Active
PROD000894,Generic Połowa 340,GARD,Generic,-31.56,-70.75,1.4,Active
PROD000895,HomeFurniture Choice 244,FURN,HomeFurniture,442.65,1015.36,15.09,Active
PROD000896,Generic Środkowy 477,CYCL,Generic,12.17,35.68,14.78,Active
PROD000897,HomeFurniture Drapieżny 975,FURN,HomeFurniture,294.21,856.27,0.59,Discontinued
PROD000898,EliteTech Get 906,COMP,EliteTech,105.09,161.43,9.41,Active
PROD000899,Generic Koncert 341,,Generic,340.45,869.48,15.15,Active
PROD000900,HomeKitchen Full 546,KITC,HomeKitchen,180.53,340.46,1.39,Discontinued
PROD000901,Generic Individual 330,SHOE,Generic,-172.09,-338.15,9.42,Active
PROD000902,Generic Send 538,Acce,Generic,57.35,162.7,14.93,Active
PROD000902,Generic Theory 573,GARD,Generic,355.36,976.67,1.27,Active
PROD000904,Generic Term 950,DECO,Generic,427.73,1050.03,8.79,Active
PROD000905,Generic Own 616,MUSI,Generic,94.56,182.69,9.52,Discontinued
PROD000906,Generic Artystyczny 951,MOVI,Generic,70.14,196.2,4.5,Active
PROD000907,PlayTech Door 552,GAME,PlayTech,176.59,329.1,6.37,Active
PROD000908,BeatMaster From 921,AUDI,BeatMaster,94.48,253.65,8.49,Active
PROD000909,HomeFurniture Help 953,FURN,HomeFurniture,463.44,967.38,12.0,Active
PROD000910,Generic Name 294,GARD,Generic,-199.97,-562.88,5.87,Discontinued
PROD000911,FurniPro Hour 702,FURN,FurniPro,50.99,87.76,12.67,Active
PROD000912,Generic Second 552,CAME,Generic,202.0,454.57,3.23,Active
PROD000913,Generic Bronić 658,BOOK,Generic,163.21,362.91,12.07,Active
PROD000914,Generic Card 323,MUSI,Generic,24.55,38.43,18.0,Active
PROD000915,Generic Twardy 450,DECO,Generic,259.67,724.66,18.64,Discontinued
PROD000916,Generic Money 478,MENS,Generic,278.01,467.31,11.1,Active
PROD000917,Generic Grunt 347,CAMP,Generic,148.2,400.9,4.48,Active
PROD000918,Generic Final 764,ACCE,Generic,395.53,1044.62,17.13,Discontinued
PROD000919,BeatMaster Range 403,AUDI,BeatMaster,375.54,977.26,2.51,Active
PROD000920,Generic His 874,DECO,Generic,38.65,115.33,2.25,Active
PROD000921,Generic Method 682,CYCL,Generic,338.94,690.92,18.27,Active
PROD000922,Generic Ocean 142,FITN,Generic,393.89,969.3,14.14,Active
PROD000923,Generic Gra 286,WOME,Generic,286.84,600.28,10.37,Active
PROD000924,SoundWave Holandia 677,AUDI,SoundWave,84.08,248.55,6.59,Active
PROD000925,Generic Wnętrze 591,WOME,Generic,459.32,1125.72,9.12,Active
PROD000926,Generic 0 523™ <NEW> [2024],CYCL,Generic,27.31,43.84,6.21,Active
PROD000927,Generic Pressure 658,,Generic,43.35,116.4,11.85,Active
PROD000928,CompuBrand Down 470,,CompuBrand,321.0,553.05,3.41,Active
PROD000929,PhoneMaster Seek 833,PHON,PhoneMaster,494.68,1236.98,11.4,Active
PROD000930,Generic Ani 126,MUSI,Generic,233.13,500.94,4.04,Active
PROD000931,Generic Hotel 651,MUSI,,467.25,1162.91,8.12,Active
PROD000932,TechCorp Dziadek 548,COMP,TechCorp,255.36,502.05,8.68,Discontinued
PROD000933,Generic Never 541,MENS,Generic,465.0,1269.16,4.29,Active
PROD000934,StyleHome Bogini 846,FURN,StyleHome,13.12,26.11,6.75,Active
PROD000935,FurniPro Reason 911,FURN,FurniPro,96.26,199.3,4.29,Active
PROD000936,Generic Wspólnota 558,CAME,Generic,368.53,640.6,12.68,Active
PROD000937,Generic Reduce 584,FITN,Generic,480.67,1245.65,9.4,Active
PROD000938,ChefTools President 753™ <NEW> [2024],KITC,ChefTools,129.45,364.62,8.02,Discontinued
PROD000939,GamerPro Back 713™ <NEW> [2024],GAME,GamerPro,365.79,760.66,17.41,Active
PROD000940,Generic Mouth 875,BOOK,Generic,370.72,845.22,18.86,Discontinued
PROD000941,StyleHome Metoda 356,FURN,StyleHome,304.02,905.21,15.1,Active
PROD000942,Generic Unit 632,SHOE,Generic,478.75,1164.5,8.4,Active
PROD000943,Generic Wzdłuż 148,MENS,Generic,425.8,1261.44,10.93,Active
PROD000944,ConsoleKing Dobry 693,GAME,ConsoleKing,371.89,707.25,11.75,Discontinued
PROD000945,Generic Ozdobny 605,DECO,Generic,303.22,811.89,1.91,Active
PROD000946,ComfortLiving Przybyć 918,FURN,ComfortLiving,18.76,38.99,10.07,Active
PROD000947,TechCorp Available 742,COMP,TechCorp,80.88,191.68,3.12,Active
PROD000948,,DECO,Generic,413.86,1016.33,5.89,Active
PROD000949,,MUSI,Generic,88.14,138.23,11.03,Active
PROD000950,Generic Against 135,CYCL,Generic,417.7,741.17,12.13,Active
PROD000951,KitchenMaster Reality 779,KITC,KitchenMaster,387.78,864.34,8.04,Active
PROD000952,TechCorp Hour 815,COMP,TechCorp,7.82,12.96,19.03,Active
PROD000953,Generic Believe 940,WOME,Generic,380.09,1105.5,10.64,Active
PROD000954,Generic Rezultat 216,DECO,Generic,189.5,304.92,14.4,Active
PROD000955,GameStation Zanim 576,GAME,GameStation,488.3,775.36,0.31,Discontinued
PROD000956,Generic Field 133,MUSI,Generic,422.66,667.74,13.17,Active
PROD000957,Generic Serve 981,BOOK,Generic,435.44,1262.62,5.73,Active
PROD000958,PlayTech Old 957,GAME,PlayTech,106.42,177.71,0.6,Active
PROD000959,Generic Ludowy 371,DECO,Generic,350.46,812.92,13.7,Active
PROD000960,FurniPro Such 493,FURN,FurniPro,84.29,145.09,17.69,Active
PROD000961,GameStation Knowledge 547,,GameStation,236.32,477.24,10.63,Active
PROD000962,Generic About 495,DECO,Generic,249.58,384.32,8.08,Active
PROD000963,ConsoleKing Państwowy 579,GAME,ConsoleKing,398.36,1040.9,14.76,Discontinued
PROD000964,CompuBrand Approach 427,COMP,CompuBrand,52.45,93.53,17.51,Discontinued
PROD000965,Generic Career 339,FITN,Generic,390.96,686.51,12.33,Active
PROD000966,Generic Society 313,CYCL,Generic,322.15,494.41,7.28,Active
PROD000967,Generic Godzina 898,BOOK,,41.76,104.28,6.51,Active
PROD000968,Generic Tytoń 613,BOOK,Generic,163.36,379.26,18.59,Discontinued
PROD000969,HomeKitchen Put 616,KITC,HomeKitchen,129.0,280.98,1.09,Discontinued
,KitchenMaster Design 766,KITC,KitchenMaster,227.51,434.29,6.86,Active
PROD000971,Generic Austria 835,WOME,Generic,448.42,729.27,8.89,Active
PROD000972,Generic Alfabet 842,CAMP,Generic,73.08,130.16,2.44,Active
PROD000973,CookPro Palić 111,KITC,CookPro,183.7,300.35,1.36,Active
,ProComputers Następować 300,COMP,ProComputers,425.67,979.57,7.34,Active
PROD000975,CallPro Siebie 422,PHON,,36.79,92.4,16.06,Active
PROD000976,Generic Zakres 784,CAMP,Generic,199.47,461.01,11.38,Discontinued
PROD000977,Generic Zachowywać Się 299,MUSI,Generic,317.22,518.45,16.61,Active
PROD000978,EliteTech Party 749,COMP,EliteTech,152.39,385.11,10.89,Active
PROD000979,GameStation Większość 227,GAME,GameStation,54.4,143.05,16.44,Active
PROD000980,Generic Uczyć Się 914,FITN,Generic,349.13,767.07,18.05,Discontinued
PROD000981,Generic Performance 374,WOME,Generic,284.42,741.39,9.73,Active
PROD000982,ConsoleKing Agent 532,GAME,ConsoleKing,156.68,252.67,17.41,Discontinued
PROD000983,MobileTech Obrót 256,PHON,MobileTech,334.41,780.07,14.11,Active
PROD000984,ChefTools Niewolnik 562,KITC,ChefTools,254.88,444.32,13.18,Discontinued
PROD000985,Generic Drapieżny 160,DECO,Generic,310.55,630.41,10.69,Active
PROD000986,Generic Bank 902,MUSI,Generic,121.68,311.88,3.58,Discontinued
PROD000987,ComfortLiving Weight 320,FURN,ComfortLiving,316.17,635.24,17.85,Discontinued
PROD000988,StyleHome Beautiful 130,FURN,StyleHome,447.67,1082.74,13.35,Discontinued
PROD000989,Generic Jądro 884,,Generic,195.14,448.93,13.58,Active
PROD000990,Generic Explain 426,MUSI,Generic,362.8,758.02,2.7,Active
PROD000991,ListenUp Training 777,AUDI,ListenUp,229.72,401.79,9.52,Active
PROD000992,CookPro Potrawa 977,KITC,CookPro,159.31,239.68,12.65,Discontinued
PROD000993,,GAME,ConsoleKing,101.24,192.89,5.31,Active
PROD000994,BeatMaster Attention 507,AUDI,BeatMaster,346.41,652.34,3.62,Active
PROD000995,Generic Zmęczony 275,DECO,Generic,400.86,918.88,3.72,Discontinued
PROD000996,Generic Huge 132,SHOE,Generic,145.24,275.89,16.0,Active
PROD000997,,MENS,Generic,436.28,1265.66,2.19,Active
PROD000998,Generic Poeta 400,MOVI,Generic,495.86,991.06,3.42,Active
PROD000999,Generic Przestać 283,MUSI,Generic,428.87,1137.54,4.83,Discontinued
PROD001000,Generic Ciąża 265,SHOE,Generic,-313.9,-528.77,15.07,Discontinued
PROD001001,StyleHome Pojawiać Się 776,FURN,StyleHome,196.76,347.68,3.55,Discontinued
PROD001002,Generic Human 319,DECO,Generic,327.65,797.06,7.56,Discontinued
PROD001003,GamerPro Available 345,GAME,GamerPro,427.76,680.88,16.21,Active
PROD001004,AudioPro Through 977,AUDI,AudioPro,142.59,402.84,18.36,Active
PROD001005,SmartDevice Me 576,PHON,SmartDevice,407.32,951.73,6.55,Active
PROD001006,SoundWave Technology 841,AUDI,SoundWave,-254.07,-434.58,18.09,Discontinued
PROD001007,Generic Ago 272,CYCL,Generic,157.73,412.81,18.43,Active
PROD001008,ProComputers Obecny 530,COMP,ProComputers,369.51,881.47,14.54,Active
PROD001009,Generic Common 867,FITN,Generic,225.71,443.35,17.63,Active
PROD001009,ListenUp Kostka 712,AUDI,ListenUp,478.1,1168.11,0.28,Discontinued
PROD001011,Generic Listen 185,,Generic,178.25,269.78,6.44,Active
PROD001012,Generic Ask 525,,Generic,26.83,76.86,18.22,Active
PROD001013,Generic Ksiądz 908,MUSI,Generic,497.54,1388.18,12.81,Active
PROD001014,HomeFurniture Hit 667,,HomeFurniture,198.6,321.72,7.5,Active
PROD001015,Generic Daughter 732,ACCE,Generic,304.23,746.88,10.15,Discontinued
